Review,True Label,VADER,TextBlob,LogReg,SVM,LogReg_Score,SVM_Score,VADER_Score,TextBlob_Score,Real_Rating,Combined_LogReg,Combined_SVM,Combined_VADER,Combined_TextBlob
fit as expected,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
love henschel hats this is my 3rd henschel i ordered an extra large and they seem to run on the smalle side,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
after reading the interviews decided to order a size up shouldnt have it fits me all right loosely if i had ordered it small im 5 ft 115lbs it would have looked much better quality is fine,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
my eight year son loves it,Positive,Positive,Neutral,Positive,Positive,5,5,5,3,5,5.0,5.0,5.0,4.4
i got this for my dad for christmas it was to replace one that he had for years that was worn out  it was just the right size to fit everything in it except a can of shaving creme  he was very happy with it and is using in all his travels  good quality and good value i think he was concerned that it cost me too much which is always a nice feeling that you got someone a present that they think cost a lot more than it did,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
is ok fits good but quality is what you pay i guess i am not crazy about it if you are looking for a costume that makes you stand up this is not  your best choice,Positive,Negative,Positive,Positive,Positive,5,5,1,5,3,3.5999999999999996,3.5999999999999996,2.3999999999999995,3.5999999999999996
i bought these at costco years ago and loved them  costco of course no long carries them so i was very happy to see i could get some new ones on amazon they cost a little more on amazon than they did at costco but they were worth it to me,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i purchased the robes for my mother and sister as christmas gifts  they both loved the robes  they are plush warm cozy and soft  perfect to put on and take the edge off the cold freezing winter days and when just getting out of the shower  this product comes with the highest recommendation of the gift giver and gift receivers,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
just fine decent quality just nothing to rave about jos a banks are better a bit thicker nicer wearinglast awhile,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
its just what i wanted,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
i dont like hats but i use it to keep the sun off my face and neck and it works great it was slightly large but i added a strip of velcro inside the sweat band and it fits perfect now,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
its so good yes i love it i will prder it again nice to wear it its comftable on time,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
comfortable fit  both stylish and useful in shading from the sun,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this is a lovely necklace i especially like that the seller offers it in different sizes,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
exactly what you would expect from buying a pirate eyepatch and earring i was pleasantly suprised to see that the eyepatch was cloth though,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
needed a hat for outside work that would wick away the sweat and be vented  fills the bill  good and sturdy usa made hat  i have a 230 head and a large fit very snug but comfortableno room for an extra sweat band or longer hair  i would definitely by another,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the toe is not flatlevel it angles up at the tip which makes dancing not as easy or graceful aa i was lookinghoping for the platform sandal version of this boot by the same company has a flatlevel toe  perfect for dancing and walking i hoped this boot would be the same but its not  making them work but disappointed,Neutral,Negative,Positive,Positive,Positive,5,5,1,5,3,3.5999999999999996,3.5999999999999996,2.3999999999999995,3.5999999999999996
"buyer beware
when i received this set to say that i was disappointed would be a gross understatement  i was disgusted  first of all the ring was damageddefective whatever you want to call a mess up  the center stone was improperly set and positioned within he prongs  it was crooked  and i assure you it was extremely obvious  it didnt take any close inspection to see  it was glaring  then the prongs themselves were also bent down in mismatched places on the stone one being bent straight down the side edge of the stone vs pointing relatively toward the center  this only added to the overall impression of the stone being crooked  it made the stone look as if it were misshapen and cut wrong

i get that you cant expect fake jewelry that costs 30 to be the same quality as the real deal but this  it looks like it came off the 5 carousel at walmart  and frankly i wouldnt have bought it from there for that price  it looks like crap  it looks like a gumball machine ring or something that could have come out of a little girls dress up set

now even had the prongs been set properly etc i still wouldnt have worn it  that just added insult to injury  the ring had it been in perfect shape still would have looked like something from the dollar store  it doesnt look anymore real than a peice of glass stuck in a plastic band  the silver even looks funny it looks like tin foil the reflective sheen is a dead give away

the stones dont look like diamonds at all  they dont even look like good immitations  they look like cheap junk

also the center stone is waaaaaaaaaaaaaaay to large to be believable on anybody  its about a 34 ct stone  it looks absurdly fake  so unless you think that your friends might actually be able to bring themselves to believe that you could afford a 1500000 ring then ummm yeah itll be too big

and if you can pull that off then maybe you can also convince them that you know all good metals are as shiny as tin foil too

dont get this ring  dont waste your money

btw i found a beautiful well crafted and believable ring for a little bit more  but still at a very decent price at ",Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
sheds,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,3,3.5999999999999996,3.5999999999999996,3.0,3.0
the insert fits properly however the tab that holds the insert in the wallet is too small and not like the original part  this tab does not hold up very long  would recommend you to buy two or three at a time so you can change it as needed if you expect to keep your cards in your wallet safely,Negative,Positive,Positive,Negative,Negative,1,1,5,5,3,2.3999999999999995,2.3999999999999995,3.5999999999999996,3.5999999999999996
this costume is very nice and fits well i had no issues with any of it i followed the other reviewers comments in regards to the sizing and glad that i did it came right away as expected next day delivery wore it to a halloween party and surprised how i was the only wonder woman loved it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i bought these rings as a temporary wedding set until we have a little more money and i have to say i am very pleased i do have a few issues with them mostly the engagement ring on one side the band is straight where it connects to the center stone and the other side is more curved the center stone is a tiny bit crooked but no one will really notice unless they are seriously studying it or if i point it out other than that the rings are gorgeous much nicer than i expected them to be i have gotten so many compliments and a friend of mine didnt believe that they werent real the sizing was right on overall i am really happy with these rings and definitely would reccommend them ,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
these are retailed at 120 dollars and they are really made well this deal cant be beat,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
excelent,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
cant get it off of her head,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
does the job,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
enjoy the fit weight of fabric and quality,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great dress it is definitely worth the money it felt like a high quality dress instead of a costume i will buy all of my costumes from this company from now on the size matched me perfectly,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i bought this chain because i broke my girlfriends necklace and needed to replace the chain for the pendant this is a great looking chain strong and just as advertised will do business with this seller again was a great overall experience,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
my belt is missing from the costume,Positive,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
"this is a nice ringmy sister got it for christmas and she loves it

a target_blank hrefa",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
got me through the hot summer ballgames awesome,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
love this hat light weight provides good shade yet it allows air flow exactly what i was looking for,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i would buy this shirt againand i might,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
"upon opening this ring i thought wow this is beautiful and then i took it out of its cute little box and my heart sank it was lighter than air and felt like it was made out of plastic i wore it for the day took it off that night and realized that it was scratched where the stone on the engagement ring meets the wedding band

i am sadly disappointed in this purchase it was cheap and now i know why i was unsure of whether or not i actually wanted a fancy diamond wedding set and this answered my question at a very inexpensive price i now know that the traditional wedding set is not for me im glad i purchased this ring first before i purchased something far more expensive

at a glance the ring is beautiful if you dont mind feeling like you are wearing a plastic ring then go for it i for one need something a little more substantial and will be purchasing a robert lee morris ring for my wedding ring",Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
told that they were great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
horrible fit and garbage quality i barely got them out of the package and they ran i put them on and they are tight in the legs and the crotch is about two inches too low  i am 52 120 lbs what chance these would fit someone bigger i am so upset i am on my way to a party with no way to replace these first do not buy these unless you want to look lik crap,Neutral,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
i am very pleased it was everything i wanted in a flapper dress thanks,Negative,Positive,Positive,Neutral,Neutral,3,3,5,5,5,4.4,4.4,5.0,5.0
they are a bit looser than i had expected but bose i washed them once they fit better,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
this bathrobe is exactly what i wanted in terms of fit and comfort  on cold nights in the pacific northwest this robe is oh so warm and goes all the way to my ankles  the reason i gave it a 4 instead of a 5 is because of the dye job  the color does not look like the burgundy in the picture at all but rather like some faded pastel version of it  but i bought it for warmth not appearance so i will keep it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
beautiful link chain purchased as a gift for a cross pendant great quality and wonderful service from seller,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i wanted a 1920s theme bachelorette party and i searched for flapper dresses for a while and i decided on this one i am so pleased with the dress i was worried because a lot of the flapper dresses i looked at everyone said fit too small i decided to go with one size up i am usually a large and i am 5 7 i ordered the xl and it fit me perfectly it was the perfect length and it didnt restrict me at all some pieces of the fringe fell off here and there but that is to be expected we went to all kinds of different places to dance and by the end of the night the dress still held up very well i would highly recommend this dress and for the price it perfect,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
since it was gem avenue i knew i couldnt go wrong  i have many pendants and this one will show them off  the links and clasp are great for me  the chain itself is beautiful  i have another one for either a gift to give or to wear alone,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
my wife is about  5 feet tall the small was too big and did not want to risk the extra small as another reviewer said the shoulder seams are wide perhaps they lean to mens proportions otherwise the robe was fine,Positive,Positive,Negative,Negative,Negative,1,1,5,1,3,2.3999999999999995,2.3999999999999995,3.5999999999999996,2.3999999999999995
the volume is too low and it fits way too big on a five year old,Negative,Negative,Positive,Positive,Positive,5,5,1,5,1,2.2,2.2,1.0,2.2
there is a information problem in general for the size of this insert  i had to cut it in half to make it work  now i have two the inserts are getting a little beat up already  the fix would be for me to get the wallet that these inserts were made for  otherwise the product was shipped promptly,Positive,Negative,Negative,Positive,Positive,5,5,1,1,3,3.5999999999999996,3.5999999999999996,2.3999999999999995,2.3999999999999995
"these 100 cotton vneck tshirts are cool and comfortable

they are a good roomy fit",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
performs as expected,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,5,5.0,5.0,4.4,3.8
decent quality  i have to do 18 more words for a pirate patch and earring  i can confirm that it did not make me want to rape or pillage and as far as i can tell these are not magic,Positive,Negative,Positive,Positive,Positive,5,5,1,5,5,5.0,5.0,3.8,5.0
it was exactly as described  beautiful ring perfect fit classy finish  i know i would have probably paid double the price or more had i attempted to purchase similar from a jewelry store,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i bought this item to give as a gift to my sister for christmas  i had purchased a very unusual pendant but couldnt find the perfect chain until i found this one  the quality of the chain is very good the length was perfect and when i put the pieces together they looked like they were custom made  my sister was thrilled  thanks for such a great product with prompt and courteous service attached,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i have purchased various types of bostonian shoes through amazon for many years  i recognize these are leather shoes and take a while to break in  i always have them shipped to my office so i can wear them around in moderation for a few days until they become comfortable enough for full time wear  this particular pair seems to be as tight from the outset and slowest in loosening up as any that i ever recall purchasing,Negative,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
i was pleased with the quality of the chain however based on the picture i thought it would be slightly thicker all in all a very good buy,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i havent honestly gave it as a gift yet but it seems to be a great item i bought it for my wife for christmas i am hoping that it all goes well,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
just okay for us  the kids love it but this thing is huge  i bought it to wear for halloween and its really not good for thatfine around the house for dress up  pretend but my 6yo wouldnt be able to walk around outside with this on for any length of time  he ended up wearing the baseball cap that came with the astronaut suit,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
what i ordered was a direct replacement for what came with the wallet  with room for 24 credit cards  what i received was inserts which only had half that capacity,Negative,Positive,Negative,Negative,Negative,1,1,5,1,1,1.0,1.0,2.2,1.0
great undershirt to consider making part of your wardrobe that doesnt fade too quickly too yellow that is and does not cost you an arm and leg for something thats considered a basicnecessity in a civilized world,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great grreat great i like it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
supper my child enormously enjoys it,Positive,Positive,Neutral,Positive,Positive,5,5,5,3,5,5.0,5.0,5.0,4.4
very nice shirt  fits exactly as expected  does the trick for the occasion,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i loved this it fit perfectly,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i loved the outfit but top was way too big  i am going to see if there is a way i can have taken in,Neutral,Positive,Positive,Positive,Negative,5,1,5,5,3,3.5999999999999996,2.3999999999999995,3.5999999999999996,3.5999999999999996
this should have been super cute but the leg covers were ripped and the color is fading off the skirt already,Negative,Positive,Positive,Negative,Negative,1,1,5,5,3,2.3999999999999995,2.3999999999999995,3.5999999999999996,3.5999999999999996
perfect hat  it stays on well with or without tying and has nice coverage from the sun,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
love the shirt  my husband loves it so much  he loves the neck and the material bar for the tie  fits great  i recommend this product  your husband will love it  quality great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
perfect,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
handsome carrier for shaving accessories andor toiletries appears well made,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i normally wear a large this shirt in a large is what the industry would call xl or xxl buy accordingly,Positive,Neutral,Positive,Positive,Positive,5,5,3,5,3,3.5999999999999996,3.5999999999999996,3.0,3.5999999999999996
i received these yesterday and immediately put them in my boots  they work perfectly  a little trouble getting them in because you have to squeeze to put them in  but for the boots with zippers i unzipped them put the trees all the way down and then held the boot together and zipped  perfect  now my leather boots wont get creased,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
like most hats the crown of my hat tapers slightly when i put the band on it had a big gap along the top edge probably would be great for a stovepipe hat,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
love it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i have several vitrail items from gem avenue and each piece is so unique they have a way of picking up the light and colors i always get compliments when i wear them gem avenue is great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i have purchased 2 of these and they are very durable,Positive,Neutral,Positive,Positive,Positive,5,5,3,5,5,5.0,5.0,4.4,5.0
"loved being wonder women for halloween i work at a elementary school so super hero costumes can be used often esp the cape the whole costume was of good quality and the cape didnt hurt your neck as it velcroed behind your neck and had padding in the front the leg pieces would sometimes fall down but i just pinned them to socks i was wearing underneath
overall i loved it and would consider buying another costume from this seller",Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
other than being a tad large exactly what i was look for  yes id recommend,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"i bought this for my daughter last christmas and she absolutely loves it she said it is the best robe she has ever had so soft and comfortable she loves cuddling in it and drinking her cup of hot tea

 it fits her great i am so happy i bought this for her thinking of getting one my self

 it keeps her warm on cold winter nights",Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great style with quality fabric and nice fit,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i received this robe for christmas loved it and ordered one for my husband fits well and washes well,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
6mo fits my 3mo perfectly his head is in 97th percentile tho nice cotton that washes easily i liked it too because its a,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i bought this for my 13 years old daughter small size i planned a little bit trim but no need,Negative,Negative,Negative,Negative,Negative,1,1,1,1,5,3.8,3.8,3.8,3.8
chinchey,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,1,2.2,2.2,1.6,1.6
love the concept would be better if the visor were able to be opened and closed manually although the product label warns that manual manipulation will damage the mechanism,Negative,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
perfect,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i loved this bag while i could use it  its incredibly lightweight and has so many pockets etc  with normal everyday use to and from the office for less than a month it ripped across the back  im so bummed that i have to return it now because up until this point it was the best bag ,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
looked and fit amazing,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"i absolutely love this ring it is so delicate and pretty ive worn this ring daily since i got it and its in great shape the little boxes the rings from this seller are sent in are precious

definitely a great value",Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
excellent,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"the body of the shirt was somewhat too wide
ill probably find a friend to pass it on to  not sure how to return it",Negative,Negative,Negative,Negative,Positive,1,5,1,1,1,1.0,2.2,1.0,1.0
the mens vcreeper 509 is a surprisingly comfortable shoe i owned 2 pair back in my punkgoth youth yes the 80s and as much as i loved them back then they were never that comfortable the quality of the shoe its self im finding to be top notch as well so if youre a youngster or an old geezer like medo yourself a favor and getchya some of these creepers,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
as expected,Neutral,Neutral,Negative,Negative,Positive,1,5,3,1,5,3.8,5.0,4.4,3.8
exactly what we needed to replace another band that came with the hat,Neutral,Neutral,Positive,Positive,Positive,5,5,3,5,5,5.0,5.0,4.4,5.0
boot shapers are easy to use and keep my boots upright  this helps to keep the closet neat but also protects leather boots from creasing when they flop over,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this robe is soft long and warm even for winter in maine  this is definitely a comfort purchase rather than a fashion statement  i love it,Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
i purchased this for my husband who is in construction and needs protection from the sun it is a great looking hat however even the xl is too small for my husband,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i got this robe as a gift  its very comfy especially on cold winter days  nice color too  you cant always find dark colors and im not much for pastels,Positive,Positive,Negative,Positive,Positive,5,5,5,1,5,5.0,5.0,5.0,3.8
as shown it looks great in pictures and there really is no alternative if you want a reallooking astronaut outfit  but it is just a painted plastic shell with 2 buttons  my daughter accidentally pushed the visor back and broke the button now it wont stay down  theres a note about that but hard to explain to a 5yr old that its a one and done rule  again it will look great in pictures but its an expensive piece of plastic,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
great added feature,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
these leather suspenders i highly recomend they are simple and compfortable easy to adjust look great,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
"after a different size it really worked out
thank you amazon",Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great shoe but rubbed my ankle enough to make them uncomfortablea heel cushion solved that problem though,Neutral,Positive,Positive,Neutral,Positive,3,5,5,5,5,4.4,5.0,5.0,5.0
its a costume with costume quality  it served its purpose for a great gatsby themed party,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
doesnt look cheaply made fits perfectly highly recommended ,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
the flapper costume is goodit fits a bit large but looks good anyways,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
all leather,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,5,5.0,5.0,4.4,4.4
this is a great costume  nicely made  fringe isnt too thin and goes all round the dress fabric is not stretchy i buy a size 810 dress but otdered xl the l was tight bra friendly neckline that isnt too low and it scoops in the back overall a great costume  ordering this dress for a ladies dance group,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
lasts long and stays dark for many washes,Positive,Neutral,Positive,Positive,Positive,5,5,3,5,3,3.5999999999999996,3.5999999999999996,3.0,3.5999999999999996
calvin klein products always deliver  the ts fit perfect  ive bought many ck products and they all fit and work perfectly,Positive,Positive,Positive,Neutral,Positive,3,5,5,5,5,4.4,5.0,5.0,5.0
it is to big on the top this is the third one i have order the large was to small on the bottom  fit on the top,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
for the price theyre the best wingtip oxfords ive ever owned and ive owned probably 3 dozen pair in my lifetime,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
really like hat very comfortable,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very good insert  fits my wallet perfect and the credit card slots are nice and firm,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
very nice and fit perfectly,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
great fit bit tight recommend getting one size bigger that  normal i did good quality fabric looks very nice ,Positive,Positive,Positive,Neutral,Positive,3,5,5,5,5,4.4,5.0,5.0,5.0
when i got this robe as a birthday present my first thought was well this is ugly  my husband reassured me that it had terrific reviews and was super warm  he was right  dont tell him i said so  i am the one that is either constantly turning up the thermostat or dragging a personal heater around the house or am wrapped up in a blanket  well no more  this is a wonderful comfortable and warm robe,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
i wore this shoe for 20 years the quality has gone way down while your feet hurt it takes  2 weeks to break in the shoe leather cracks quickly dont last a year bought allen edmonds at three times the price and couldnt be happier my advice buy allen edmonds your feet will thank you and in the long run they will cost less,Positive,Negative,Negative,Positive,Positive,5,5,1,1,1,2.2,2.2,1.0,1.0
this chain was inexpensive great for my use fast delivery and excellent customer service i cant wait to order again,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
none,Positive,Neutral,Neutral,Positive,Positive,5,5,3,3,1,2.2,2.2,1.6,1.6
very cute,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
this ring looks real and expensive what can i say its 35 bucks and not 3500 im sure my sontobe fake wife will love it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
it was to big because stretched a lot and size medium and the material didnt like it i didnt wear it for halloween felling disappointed,Negative,Negative,Negative,Neutral,Neutral,3,3,1,1,1,1.6,1.6,1.0,1.0
fits and looks good,Neutral,Positive,Positive,Neutral,Neutral,3,3,5,5,5,4.4,4.4,5.0,5.0
as expected,Positive,Neutral,Negative,Positive,Positive,5,5,3,1,5,5.0,5.0,4.4,3.8
this dress was not of good quality  as i walked across the room i looked like i was shedding fringes  also the cloth used to make the dress was cheap,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
it did the job for a halloween party i am not use to having it sooooo short but shorts pants was not an option,Positive,Positive,Neutral,Positive,Positive,5,5,5,3,5,5.0,5.0,5.0,4.4
this ring is beautiful  i am very happy with it  i had no difficulty adjusting iti just squeezed it a little bit and it first perfectly  i wear it on my index finger it is very comfortable,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
my babies are big for their age i have a 3 month old who wear 69month clothes and her head is on the large size plus i wanted it to fit through the summer so i ordered the 12 month size and its a little big but thats okay whats more important than fit is color i ordered the lime not looking at the name but the picture looks like a light cute yellow but when it came it was obviously green which wasnt what i expected but it was still cute so i kept it but just be warned that the picture doesnt give a very accurate portrayal of the color otherwise i like how soft it is and how long the strings are to tie it,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
fun to wear and comfortable  real flappers would want this dress and it makes for a real costume,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
im normally between a medium to a large and i read that they run a little large for a slim fit which is true so i ordered a medium and when they arrived a day earlier then expected i tried them on and the were a little loose but they werent ridiculous im happy with them though,Positive,Negative,Positive,Positive,Positive,5,5,1,5,5,5.0,5.0,3.8,5.0
i am 62 180 lbs i bought the mediums they fit like xxl returned and bought ralph lauren v neck and they fit perfect,Positive,Positive,Positive,Positive,Positive,5,5,5,5,1,2.2,2.2,2.2,2.2
i purchased this helmet for my 8 year old grandson for his birthday and he really liked it  the quality seems to be quite good  i would recommend this item,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
first of all this is an excellent costume for the price  i was mostly sold on the fact that it came with the boot toppers the other one i was considering did not however im not a fan of the velvety texture of the top part and the top part is actually somewhat large on me however the skirt is a little too short for my 59 height thats a common costume problem i have though i will still be wearing it though because its a decent costume just those minor issues,Positive,Positive,Positive,Positive,Positive,5,5,5,5,3,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996
got this for my hubbys halloween costume and it worked nicely  costume quality but good costume quality  over all good purchase,Neutral,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
had shorten  one inch from hat band looking good,Negative,Positive,Positive,Negative,Negative,1,1,5,5,5,3.8,3.8,5.0,5.0
great fit,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
my 5 yr old loves it although big he loves it but i fear he is going to drop it and it may crack ours does not make any sound at all i would have bought a less expensive one but they didnt have his size and he didnt want the cloth one i would have returned it but my son loves it,Positive,Positive,Negative,Positive,Positive,5,5,5,1,5,5.0,5.0,5.0,3.8
as described,Negative,Neutral,Neutral,Negative,Negative,1,1,3,3,5,3.8,3.8,4.4,4.4
love these,Positive,Positive,Positive,Positive,Positive,5,5,5,5,5,5.0,5.0,5.0,5.0
