reviewText,summary,sentiment,review_length,VADER_Sentiment,TextBlob_Sentiment
"unfortunately this flex supreme does not have enough support over the toe and ankle are for my requirements
returning for credit  thanks anyway",Did not fit my feet,Negative,23,Positive,Negative
i love these shoes my second pair of 40 plus  shoes and they both have certainly out done the 100 kswiss that i am looking to return  the shoes are extremely comfortable all my clients love them just wish they came in more colors,I love these shoes my second pair of 40 plus $ ...,Positive,44,Positive,Positive
"unfortunately this flex supreme does not have enough support over the toe and ankle are for my requirements
returning for credit  thanks anyway",Did not fit my feet,Negative,23,Positive,Negative
i love these shoes i exercise in them as well as just take them on longer walks feels good looks great,I love these shoes,Positive,21,Positive,Positive
super comfortable i joined cross fit and this is the perfect shoe,Super comfortable. I joined Cross Fit and this is ...,Positive,12,Positive,Positive
my son likes these and this is the 2nd pair hes worn,"Good shoes, tolerable price.",Positive,12,Positive,Neutral
love these shoes i have been buying nikes for years now i bought this pair for work and everyday wear and another pair for working out and active wear they also last a long time in my opinion especially if you take care of them,Classically comfortable and durable,Positive,45,Positive,Positive
these shoes fit like a glove light but very supportive i have worn them several times and feel very light on my feet,These shoes fit like a glove,Positive,23,Positive,Positive
they run big and are super uncomfortable and the soles squeak they do not breathe at all,Two Stars,Negative,17,Positive,Negative
most comfortable training shoes i have worn in a long time,Lightweight yet supportive,Positive,11,Positive,Positive
love great price too,Exactly what I wanted,Positive,4,Positive,Positive
they looked very cheap,Returned...looked cheap,Negative,4,Neutral,Positive
perfect fit brand new in new box completely perfect condition and on sale awesome highly reccomend super cute shoes,Super cute and on sale!!,Positive,19,Positive,Positive
my favorite cross trainers,Comfortable,Positive,4,Positive,Positive
lightweight comfortable supportive very happy i bought these shoes for working out,Great training shoes,Positive,12,Positive,Positive
i love these shoes i exercise in them as well as just take them on longer walks feels good looks great,I love these shoes,Positive,21,Positive,Positive
very comfortable sneakers and i also like the way it fits,Four Stars,Positive,11,Positive,Positive
great shoe outside arch is kind of high but i am still breaking them in so i am sure that will work its way out i originally ordered a 9 my regular size and it was a tad too big returned and ordered an 85 and it fits perfect,Consider sizing down 1 size,Positive,49,Positive,Positive
straight out of the box these shoes are great very lightweight and fits comfortably on my feet like a glove i love most especially that the sole is not bulky like my previous running shoes  i hated those things lol i would give them a shot and they are great for the price,these shoes are great! Very lightweight and fits comfortably on my feet ...,Positive,53,Positive,Positive
serves intended purpose,Good shoe,Positive,3,Neutral,Neutral
right one is slightly tight hope it will stretch out ,Four Stars,Positive,10,Positive,Positive
took other reviewers advice and went up half size and it was too large i thought this was a more socklike fit but it had a tongue that came up high on my ankle not at all sock like nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes these just were not what i was looking for,Not as expected,Neutral,68,Positive,Positive
ugh way to large  is this for a man,Nope,Neutral,9,Negative,Positive
i love the shoe and it fit as expected the photos and description are accurate if you are looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it i am very satisfied with this purchase,I love the shoes and the description and photos were accurate,Positive,52,Positive,Positive
love them  very comfortable and great for weight training,Love them! Very comfortable and great for weight training,Positive,9,Positive,Positive
love them  i ordered an 85 because i usually wear that size but these are a bit big i wish i ordered an 8 they are really comfortable and i enjoy wearing them,"Look amazing, runs slightly big.",Positive,33,Positive,Positive
gracias,Five Stars,Positive,1,Neutral,Neutral
the fit is as expected,Fits to size,Positive,5,Positive,Positive
i have been using these to exercise and they are nice a roomy and allow my feet to breath also love the colors,I've been using these to exercise and they are nice a roomy and allow my feet to breath,Positive,23,Positive,Positive
wore these for the first time hiking the bluffs not the best traction on well worn rocks but super comfy no blisters no achilles pain like with other shoes will continue to purchase nike shoes because my feet love them for all activities  except my home workouts they drag pretty hard on the carpet,Love,Positive,54,Positive,Positive
finally after trying about 10 pairs of nikes these were a perfect fit  they are light and very comfortable i really just forget about my feet when i am wearing them,these were a perfect fit. They are light and very comfortable,Positive,31,Positive,Positive
tried them on in a store before buying online so i knew they would fit good overall i was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far they are really light and comfortable most importantly for me they have grips on the bottoms so my feet do not slide out from under me while doing planks pushups etc highly satisfied with this purchase,Exactly What I Was Looking For,Positive,77,Positive,Positive
good light weight shoehad to add insole for more support,Four Stars,Positive,10,Positive,Positive
my favorite running shoes  the wall of the shoe is very thin which makes them very comfortable to wear if your feet swell as you run  i would not recommend for use on concrete or a treadmill as there is not very much impact absorption but they are perfect for trail running,Perfect for trails,Positive,52,Positive,Positive
arrived on time i probably should have gone with a 75 instead of an 8 because they do seem a little big but if i wear thick socks they are fine also they can sometimes make a very annoying squeaky noise when i run on certain surfaces so i am trying to get them worn in overall i am satisfied with my purchase,but if I wear thick socks they are fine. Also,Positive,63,Positive,Negative
i am so happy with this purchase i feel like i am barely wearing a sneaker when working out another plus is that when i take off my sneaker my sock is barely sweaty i have never had that experience with a shoe the shoe is also very attractive and flattering and looks nice on my feet,I am so happy with this purchase,Positive,57,Positive,Positive
she loves them,Five Stars,Positive,3,Positive,Neutral
i bought a pair of these in my size but they are too small i can get my feet in them but not comfortably its too bad because i can tell the soles are comfortable of course now i have work them to work so i cannot return them,Get a half-size or more larger than usual.,Neutral,49,Negative,Negative
so comfortable i do not even feel like i have a sneaker on based on the other reviews i got a half a size up and glad i did,"So comfortable, I don't even feel like I have a ...",Positive,29,Positive,Positive
i was shocked at how small these shoes were not true at all to size and i own multiple shoes in this brand the quality could have been better in my opinion  very little support from the upper,"Too small, flimsy upper",Neutral,38,Positive,Negative
fits good very lightweight,Four Stars,Positive,4,Positive,Positive
super comfy true size  i use them for boot camp  cross fit and they are great  absolutely recommended it,Great training shoes,Positive,19,Positive,Positive
nice shoes,Five Stars,Positive,2,Positive,Positive
they are very comfortable feel like you have nothing on,Five Stars,Positive,10,Positive,Positive
i have had these shoes for about a week now and have so far enjoyed using them considering the fact that i have wide feet the shoes are slightly tight however it does not feel uncomfortable nor does it bothers me as i use them throughout my workouts i know some people personally like when the shoes are a bit tighter or a bit looser so its all in personal preference,Wide Feet so Somewhat Tight,Positive,71,Positive,Negative
this is a shoe i will wear with black dress pants or jeans when i need comfort and a little style but i am not impressed  this is a very flimsy shoe with little support at all  not like any nike i have ever purchased in the past  it looks nice but its not comfortable,"LOOKS GOOD, FEELS ICKY!",Neutral,55,Negative,Negative
i always order a 12 size up in workout shoes,Lightweight,Positive,10,Neutral,Neutral
fit true to size,Five Stars,Positive,4,Positive,Positive
love these shoes i have been buying nikes for years now i bought this pair for work and everyday wear and another pair for working out and active wear they also last a long time in my opinion especially if you take care of them,Classically comfortable and durable,Positive,45,Positive,Positive
they run big and are super uncomfortable and the soles squeak they do not breathe at all,Two Stars,Negative,17,Positive,Negative
fits perfect my daughter loves them,Five Stars,Positive,6,Positive,Positive
love them  very comfortable and great for weight training,Love them! Very comfortable and great for weight training,Positive,9,Positive,Positive
absolutely love these shoes and color they are perfect for running i run roughly 4 miles 3x per week this is my second or 3rd pair of this exact style fit is perfect,Absolutely love these shoes and color,Positive,33,Positive,Positive
great shoes lightweight and comfortable,Five Stars,Positive,5,Positive,Positive
absolutly love these shoes beautiful color comfy and lightweight,New Favorite Shoes,Positive,9,Positive,Positive
i used this for a costume and it worked well,Nice fit,Positive,10,Positive,Neutral
this is a great shoe for in gym workouts i did take a 10 mile hike and had a blister on my pinky but other than that these are very comfortable shoes,"True to size, would recommend",Positive,32,Positive,Positive
i love these shoes,Five Stars,Positive,4,Positive,Positive
fit comfortable,Five Stars,Positive,2,Positive,Positive
i love this show,So happy.,Positive,4,Positive,Positive
they fit perfectly these shoes are great for walking  so very comfortable love them,These shoes are great for walking - so very comfortable,Positive,14,Positive,Positive
loved the products and services,Five Stars,Positive,5,Positive,Positive
i have had these shoes for about a week now and have so far enjoyed using them considering the fact that i have wide feet the shoes are slightly tight however it does not feel uncomfortable nor does it bothers me as i use them throughout my workouts i know some people personally like when the shoes are a bit tighter or a bit looser so its all in personal preference,Wide Feet so Somewhat Tight,Positive,71,Positive,Negative
perfect fit very comfortable and a great color they also fit as expected,Five Stars,Positive,13,Positive,Positive
got them for my girlfriend she loves them says its like wearing slippers because they are incredibly light,Great shoes,Positive,18,Positive,Positive
love love love,Five Stars,Positive,3,Positive,Positive
these were exactly what i expected,Five Stars,Positive,6,Neutral,Positive
the shoes are true to size i am used to wearing running shoes so these have been an adjustment overall the shoe is nice and provides well for my hiit and grit classes i take,the shoe is nice and provides well for my HIIT and Grit classes ...,Positive,35,Positive,Positive
i had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains my feet was not one of them this is because of this shoe nike really dropped the mic with this,I had the older generation of this shoe that survived ...,Positive,42,Negative,Positive
favorite nikes ever i already owned this style and was ready for a new pair so i went with these love the color and they fit great,Favorite Nikes ever,Positive,27,Positive,Positive
excellent ,Five Stars,Positive,1,Positive,Positive
very comfortable shoes this is my second pair of this style of shoe because i loved them that much,Very comfortable shoes. This is my second pair of this ...,Positive,19,Positive,Positive
perf,So Perf.,Positive,1,Neutral,Neutral
great arch support and cushion both for the heel and ball of the foot great aerobic shoe,Nice Support,Positive,17,Positive,Positive
love these shoes needed new running shoes and these are perfect light weight and fit great,Five Stars,Positive,16,Positive,Positive
love these shoes for circuit training,Five Stars,Positive,6,Positive,Positive
nice shoes fit good,Five Stars,Positive,4,Positive,Positive
great gift  she loved it  its a nice shoe,Five Stars,Positive,9,Positive,Positive
purchased to wear for weightlifting and zumba zumba trial was last night and they were great super comfortable good ventilation not too much padding very minimalist which is just what i wanted,and they were great! Super comfortable,Positive,32,Positive,Positive
love great price too,Exactly what I wanted,Positive,4,Positive,Positive
super comfortable and extremely lightweight great for crossfit,Five Stars,Positive,8,Positive,Positive
shoe was somewhat large,Size problem,Positive,4,Neutral,Positive
very comfortable and looks great,Five Stars,Positive,5,Positive,Positive
they looked very cheap,Returned...looked cheap,Negative,4,Neutral,Positive
size really depends on the brand  i wear a 65 in nike and they fit me perfectly  these shoes are comfortable they wrap around my feet like a bandage but do not restrict movement,Perfect for the gym,Positive,34,Positive,Positive
favorite nikes ever i already owned this style and was ready for a new pair so i went with these love the color and they fit great,Favorite Nikes ever,Positive,27,Positive,Positive
color was not at all what i expected  it was more orange then red  not sure that i am going to keep them,Color was not at all what i expected. It ...,Negative,23,Negative,Positive
i always get a half size up in my tennis shoes for some reason these feel to big in the heel area and wide,I always get a half size up in my tennis ...,Neutral,24,Neutral,Negative
perfect fit as always,5 stars,Positive,4,Positive,Positive
my knees were bothering me during hiit workouts so i  purchased these shoes after researching many styles  fit true to size and are lightweight  my knees feel better so so hard so good  they are cute in too,My knees feel better so so hard so good,Positive,38,Positive,Positive
on time nice sneakers fit as expected,nice sneakers. Fit as expected,Positive,7,Positive,Positive
super comfy,Five Stars,Positive,2,Positive,Positive
picky daughter actually loves them,Worth it.,Positive,5,Positive,Neutral
i really love these shoes  they are attractive and very comfortable  they work well for my daily workout and fit well,Attractive and fit well,Positive,21,Positive,Positive
right one is slightly tight hope it will stretch out ,Four Stars,Positive,10,Positive,Positive
i was shocked at how small these shoes were not true at all to size and i own multiple shoes in this brand the quality could have been better in my opinion  very little support from the upper,"Too small, flimsy upper",Neutral,38,Positive,Negative
wrong shoes,One Star,Negative,2,Negative,Negative
i have always gotten this size in nike shoes with similar description but these are too long at least an inch and 12,Too large,Negative,23,Neutral,Negative
fit to size comfortable,Five Stars,Positive,4,Positive,Positive
this is a shoe i will wear with black dress pants or jeans when i need comfort and a little style but i am not impressed  this is a very flimsy shoe with little support at all  not like any nike i have ever purchased in the past  it looks nice but its not comfortable,"LOOKS GOOD, FEELS ICKY!",Neutral,55,Negative,Negative
absolutly love these shoes beautiful color comfy and lightweight,New Favorite Shoes,Positive,9,Positive,Positive
a nice lightweight shoe not a lot of cushion so i would not run long distances in them,Decent little shoe for the price.,Positive,18,Positive,Positive
i have had this style before in a different color and have received many compliments on the shoes  they are great walking shoes  i wear orthotics and these shoes are one of the best i have found to accommodate them for fit,Love these shoes,Positive,42,Positive,Positive
my wife loves these shoes we have both been wearing sketchers and new balance for several years and recently we have both purchased nike there is a reason why nike is still number 1 after all these years you just cannot beat their comfort,My wife loves these shoes. We have both been ...,Positive,44,Positive,Positive
these were exactly what i expected,Five Stars,Positive,6,Neutral,Positive
sizing was perfect as ordered quality appears good still new not too much more to report,Correct size,Positive,16,Positive,Positive
i bought these for my wife she saw them in the store but did not have their size so i ordered on amazon she loves them  she already had for a couple of months and no complains at all one of her favorites shoes for running or for her job since she walks a lot in the warehouse now she loves me more ,My wife loves these shoes.,Positive,63,Positive,Positive
wow these are the most comfortable light weight shoes i love them,so light & comfortable!,Positive,12,Positive,Positive
the lines do not really show up unless there is a bright light on them but other than that they are perfect they are very true to size and are comfortable the first time you put them on,4/5,Positive,38,Positive,Positive
squeaky,Three Stars,Neutral,1,Neutral,Neutral
i love these  i ordered an 85 which is my normal shoe size and they fit great  i used them for my strength training class and they performed well and they are sooooo pretty  comfortable low profile and stylish,LOVE!,Positive,39,Positive,Positive
shoe was somewhat large,Size problem,Positive,4,Neutral,Positive
lightweight comfy shoes,Four Stars,Positive,3,Neutral,Neutral
super light and very comfortable i am a runner and they lack a bit in arch support so the soles of my feet are a sore i am going to add an insert to try fix the problem,Lack support but overall good shoe,Neutral,38,Positive,Positive
i wear these everyday to work the gym etc,Five Stars,Positive,9,Neutral,Negative
very low cut heel so if you training and pushing sleds  i ran right out of shoes although the traction on toe and heel are great,Low cut heels,Neutral,26,Positive,Positive
love them,Five Stars,Positive,2,Positive,Positive
love these super light and comfortable,Five Stars,Positive,6,Positive,Positive
light weight and comfortable,Five Stars,Positive,4,Positive,Positive
arrived in time fit as exoected they take some breaking in but i wore them 2 days in a row for more than five hours per day,Wide sneaker for wide feet,Positive,27,Positive,Positive
best shoes ever,Five Stars,Positive,3,Positive,Positive
super light weight comfortable kick box in these and run too good support,Super light weight versatile,Positive,13,Positive,Positive
comfortable,Five Stars,Positive,1,Positive,Positive
i have gotten so many compliments on the blue color and look of this shoe  it is super comfortable  the grip is wonderful for my indoor gym cross training classes  i always order a half size larger in nike brand shoes and thy fit perfectly as i did with this shoe,Love These Shoes!,Positive,51,Positive,Positive
love them,Five Stars,Positive,2,Positive,Positive
good for nonaerobic workout mesh was very comfortable but no support for lateral movrment,Not for aerobic exercise,Neutral,14,Positive,Positive
just because they are white they do need a washing regularly but i have received many compliments on how pretty these white and pink shoes are extremely good nike quality highly recommended,Adorable shoes,Positive,32,Positive,Positive
love the lightweight and the fit,Five Stars,Positive,6,Positive,Positive
love them  i ordered an 85 because i usually wear that size but these are a bit big i wish i ordered an 8 they are really comfortable and i enjoy wearing them,"Look amazing, runs slightly big.",Positive,33,Positive,Positive
i recommend that,Five Stars,Positive,3,Positive,Neutral
i feel like this pair of shoes was made for my feet great fit and comfort very pleased with this purchase,I feel like this pair of shoes was made for my feet,Positive,21,Positive,Positive
tried them on in a store before buying online so i knew they would fit good overall i was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far they are really light and comfortable most importantly for me they have grips on the bottoms so my feet do not slide out from under me while doing planks pushups etc highly satisfied with this purchase,Exactly What I Was Looking For,Positive,77,Positive,Positive
i love these shoes so much that  i reordered another pair online its hard to find shoes that fit my really wide feet the heel back is my favorite part on them they are thin and feel like another layer of skin not bulky or tight at all  i walked all over europe in these,I love these shoes so much that I reordered another pair ...,Positive,55,Positive,Positive
they fit as expected and perfect for training the shoelaces are a little bit too long other than that these shoes are as i expected them ,They fit as expected and perfect for training,Positive,26,Positive,Positive
good for nonaerobic workout mesh was very comfortable but no support for lateral movrment,Not for aerobic exercise,Neutral,14,Positive,Positive
look great,Five Stars,Positive,2,Positive,Positive
beautiful mirror finishvery comfortable looks great with my white gold engagement ring and you cannot beat the price i have another band like this in a different size that i have had for 2 years and the finish is still beautiful with no scratches if you want a beautiful ring at a great price i highly recommend the white tungsten carbide,Beautiful!!!,Positive,61,Positive,Positive
nikes usually run small and i am a 75 so i ordered these in an 8 and they were actually very roomy  i love them but they are definitely bright orangecoral and not bright crimson like the description said  i thought they would be more red in hue to wear with my ohio state clothes but instead i use them for running,I love them but they are definitely bright orange/coral and not ...,Positive,62,Positive,Positive
good for nonaerobic workout mesh was very comfortable but no support for lateral movrment,Not for aerobic exercise,Neutral,14,Positive,Positive
nice product,Four Stars,Positive,2,Positive,Positive
"for the price i spent on the pair of shoes id say its as good as expected
its comfortable and does not hurt my feet when i run",Pretty comfortable pair of running shoes,Positive,28,Positive,Positive
on the left shoe there were two stained yellow spots,Not in perfect condition,Neutral,10,Neutral,Neutral
comfortable and lightweight,Five Stars,Positive,3,Positive,Positive
my favorite nike shoe,Five Stars,Positive,4,Positive,Positive
very nice shoes  comfortable,Five Stars,Positive,4,Positive,Positive
not a fan shoes looked great but too narrow for most feet,Shoes looked great but too narrow for most feet,Neutral,12,Positive,Positive
perfect,Five Stars,Positive,1,Positive,Positive
very lightweight normal nike quality pink is very bright  colors look great together,colors look great together.,Positive,13,Positive,Positive
average product  as described,Three Stars,Neutral,4,Neutral,Negative
fits perfect,Five Stars,Positive,2,Positive,Positive
love them  i ordered an 85 because i usually wear that size but these are a bit big i wish i ordered an 8 they are really comfortable and i enjoy wearing them,"Look amazing, runs slightly big.",Positive,33,Positive,Positive
really great for walking i am very glad i got these and the color is fun,Five Stars,Positive,16,Positive,Positive
just too big otherwise i liked them,Four Stars,Positive,7,Positive,Positive
this is my second pair of these shoes  i love the fit and they provide support for walking  i like the way the shoes fit around my ankle as many shoes are uncomfortable because they come up too high in the back  try them,I love the fit and they provide support for walking,Positive,44,Positive,Positive
great arch support and comfortable,Great cross trainer,Positive,5,Positive,Positive
tried a lot of shoes for cross training and these were the best,... of shoes for cross training and these were the best!,Positive,13,Positive,Positive
obsessed with these shoes i was looking for good all around sneakers running walking tennis etc and these more than fit the bill i was looking specifically for black nikes i love the fit with white soles good for court sports i was a little reluctant to purchase because i was not sure whether the black on the soles would contact the ground but it does not,Very Happy Customer,Positive,67,Positive,Positive
love the mirror finish  very comfortable  scratchproof pairs beautifully with my white gold engagement ring,Beautiful ring!!!,Positive,15,Positive,Positive
great shoes,Five Stars,Positive,2,Positive,Positive
super comfy true size  i use them for boot camp  cross fit and they are great  absolutely recommended it,Great training shoes,Positive,19,Positive,Positive
good shoes,Five Stars,Positive,2,Positive,Positive
i love these  i ordered an 85 which is my normal shoe size and they fit great  i used them for my strength training class and they performed well and they are sooooo pretty  comfortable low profile and stylish,LOVE!,Positive,39,Positive,Positive
i wore these shoe one time from the airport in omaha ne to the airport in phoenix az when i arrived in phoenix the left shoesole started squeaking and will not stop i want to return for a refund need instructions for returning as no paperwork was in my package when it arrived,Squeaky soles,Negative,53,Negative,Neutral
love these super light and comfortable,Five Stars,Positive,6,Positive,Positive
the sneakers are very comfortable and fit to size,Five Stars,Positive,9,Positive,Positive
after using this shoes seven times for regular activities like walking or dancing the sole came out i am very disappointed i do not recommend this product at all the worse part is that i can not return this item because the return window closed 4 days ago,Poor Quality. Don't buy.,Negative,48,Negative,Negative
quick tranasaction  loved the shoes  would purchase from them again,Awesome shoes!!!,Positive,10,Positive,Positive
arrived on time i probably should have gone with a 75 instead of an 8 because they do seem a little big but if i wear thick socks they are fine also they can sometimes make a very annoying squeaky noise when i run on certain surfaces so i am trying to get them worn in overall i am satisfied with my purchase,but if I wear thick socks they are fine. Also,Positive,63,Positive,Negative
i actually have 3 pairs of these trainers  they are very comfortable there is a neoprene sleeve that goes around your ankle that makes them the most comfortable for me compared to normal athletic shoes  they run a little narrow  for me this is perfect but you may want to round up on the size or try on in the store first if your feet are on the wider side,Great,Positive,70,Positive,Positive
love the color,Five Stars,Positive,3,Positive,Positive
they are ugly the toe is rounded and the material is weird the nike womens flex trainer 6 is way better looking and costs about the same,the Nike Womens Flex Trainer 6 is way better looking and costs about the same,Neutral,27,Negative,Negative
i love it it is very light and the color is great,Five Stars,Positive,12,Positive,Positive
love these sneakers perfect fit and super light,Five Stars,Positive,8,Positive,Positive
put them on and walked 3 hours with no problem love them so light feeling,Love them! So light feeling,Positive,15,Positive,Positive
i love these shoes,Five Stars,Positive,4,Positive,Positive
comfortable from the start and very light,Five Stars,Positive,7,Positive,Positive
they are very comfortable feel like you have nothing on,Five Stars,Positive,10,Positive,Positive
really comfortable and very cute,Five Stars,Positive,5,Positive,Positive
there very nice,Nice,Positive,3,Positive,Positive
serves intended purpose,Good shoe,Positive,3,Neutral,Neutral
these shoes are extremely comfortable and fit as expected  will purchase again,Five Stars,Positive,12,Positive,Positive
excellent,Five Stars,Positive,1,Positive,Positive
we have used these inserts for years  they provide great support,Great inserts,Positive,11,Positive,Positive
super cute shoe however runs wide and big i am a size 10 however this size 10 is too big i went to a sporting goods store and tried the same shoe on  turns out with this particular shoe i am a 95 so order half the size you normally are,Cute,Neutral,51,Positive,Positive
beautiful i love them comfy,Five Stars,Positive,5,Positive,Positive
love these shoes i have worn them all day and found them really comfortable with no aching feet at the end of the day fantastic colour and true to size i also bought  nike womens flex supreme tr 3 pnk pwmtllc slvrcl grywhite training shoe and these shoes are slightly more comfortable than those even though they look very similar,Love them,Positive,60,Positive,Positive
fit is fine but not much cushioning in the footbed the first time wearing them on a long walk i developed a blister on the bottom of my foot,Not my favorites...,Neutral,29,Positive,Positive
i ordered a 12 size smaller than my usual size and they are perfect these shoes are hard to find great customer service as well,Good shoes,Positive,25,Positive,Positive
the lines do not really show up unless there is a bright light on them but other than that they are perfect they are very true to size and are comfortable the first time you put them on,4/5,Positive,38,Positive,Positive
perfect,Five Stars,Positive,1,Positive,Positive
squeaky,Three Stars,Neutral,1,Neutral,Neutral
look better than the picture very comfortable great support,PERFECT,Positive,9,Positive,Positive
lightweight comfy shoes,Four Stars,Positive,3,Neutral,Neutral
i have had these shoes for about a week now and have so far enjoyed using them considering the fact that i have wide feet the shoes are slightly tight however it does not feel uncomfortable nor does it bothers me as i use them throughout my workouts i know some people personally like when the shoes are a bit tighter or a bit looser so its all in personal preference,Wide Feet so Somewhat Tight,Positive,71,Positive,Negative
finally after trying about 10 pairs of nikes these were a perfect fit  they are light and very comfortable i really just forget about my feet when i am wearing them,these were a perfect fit. They are light and very comfortable,Positive,31,Positive,Positive
tried one in the store and bought it online but it was a different  kind of shoe  too big  different fit ,Tried one in the store and bought it online but ...,Negative,21,Positive,Positive
loved the products and services,Five Stars,Positive,5,Positive,Positive
love the fit,Five Stars,Positive,3,Positive,Positive
"love these shoes
so stylish and comfortable just got back from a trip to nyc black and white nikes and yoga pants are in high fashion right now",Love these shoes,Positive,28,Positive,Positive
purchased these for my wife as she has a similar pair that is wearing out  she has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet,Purchased these for my wife as she has a similar ...,Positive,34,Positive,Positive
i loved these shoesthat is until after about an hour of wear the green inserts on the sole of the right show began falling off the wear was in my home on smooth floors i can only assume they were defective,I loved these shoes,Negative,41,Positive,Positive
best sneakers i have ever purchased,Five Stars,Positive,6,Positive,Positive
love them fit exactly as expected in length and width i would definitely buy these again,Five Stars,Positive,16,Positive,Positive
great super comfy and cute no issues and fit perfect,perfect,Positive,10,Positive,Positive
straight out of the box these shoes are great very lightweight and fits comfortably on my feet like a glove i love most especially that the sole is not bulky like my previous running shoes  i hated those things lol i would give them a shot and they are great for the price,these shoes are great! Very lightweight and fits comfortably on my feet ...,Positive,53,Positive,Positive
i love these shoes my second pair of 40 plus  shoes and they both have certainly out done the 100 kswiss that i am looking to return  the shoes are extremely comfortable all my clients love them just wish they came in more colors,I love these shoes my second pair of 40 plus $ ...,Positive,44,Positive,Positive
serves intended purpose,Good shoe,Positive,3,Neutral,Neutral
no arch support but l love the colors,Three Stars,Neutral,8,Positive,Positive
not sure why but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym i have owned other nike shoes of this line but that never happened to me,"Not sure why, but my mid section of my ...",Neutral,42,Negative,Negative
great look but zero support inside the shoe had to buy expensive inserts to be wearable expected more from a nike shoe,"Style 10/10, Comfort 3/10",Neutral,22,Positive,Positive
after less than a week the sole ripped off on the outside of the shoe,Poor quality for Nike,Negative,15,Neutral,Negative
i have had this style before in a different color and have received many compliments on the shoes  they are great walking shoes  i wear orthotics and these shoes are one of the best i have found to accommodate them for fit,Love these shoes,Positive,42,Positive,Positive
look better than the picture very comfortable great support,PERFECT,Positive,9,Positive,Positive
fit is fine but not much cushioning in the footbed the first time wearing them on a long walk i developed a blister on the bottom of my foot,Not my favorites...,Neutral,29,Positive,Positive
no arch support but l love the colors,Three Stars,Neutral,8,Positive,Positive
love the fit,Five Stars,Positive,3,Positive,Positive
i ordered a 12 size smaller than my usual size and they are perfect these shoes are hard to find great customer service as well,Good shoes,Positive,25,Positive,Positive
really comfortable and very cute,Five Stars,Positive,5,Positive,Positive
bought these for my daughter and she loves them  she tried them on at a retail store a couple months prior so i knew her exact size,Bought these for my daughter and she loves them. ...,Positive,27,Positive,Positive
i am so happy with this purchase i feel like i am barely wearing a sneaker when working out another plus is that when i take off my sneaker my sock is barely sweaty i have never had that experience with a shoe the shoe is also very attractive and flattering and looks nice on my feet,I am so happy with this purchase,Positive,57,Positive,Positive
i love my tennis shoes,Five Stars,Positive,5,Positive,Positive
in really like these i wear between a 995 womens i got the 95 and they fit perfectly they are light weight but have good support i will buy another pair,Great Shoe,Positive,31,Positive,Positive
so cute  very good value cute style pretty colors and soft material,"You will love the colors, the softness and value",Positive,12,Positive,Positive
perfict fit for me great looking shoes at a great price,nice,Positive,11,Positive,Positive
just too big otherwise i liked them,Four Stars,Positive,7,Positive,Positive
